"indID","Age","nOffspring","IBI","Time","First"
"I0020",6.25066741847473,0,1.25066741847473,1.25066741847473,0
"I0020",8.23239212075564,0,1.9817247022809,3.23239212075564,0
"I0020",9.52994592013015,0,1.29755379937452,4.52994592013015,0
"I0020",10.5710323880478,1,1.0410864679176,5.57103238804776,0
"I0020",11.8632194794257,0,1.29218709137791,6.86321947942566,0
"I0020",14.220880488101,1,2.35766100867534,9.22088048810101,0
"I0020",15.509822782595,0,1.28894229449403,10.509822782595,0
"I0020",17.7020792466573,1,2.19225646406223,12.7020792466573,0
"I0020",18.9501548796348,0,1.24807563297756,13.9501548796348,0
"I0020",20.3184858068383,0,1.36833092720346,15.3184858068383,0
"I0020",22.0075975551287,0,1.68911174829044,17.0075975551287,0
"I0020",23.24682277082,0,1.23922521569129,18.24682277082,0
"I0020",24.2806172401325,0,1.03379446931248,19.2806172401325,0
"I0020",25.3290230542386,0,1.04840581410608,20.3290230542386,0
"I0020",26.6551374874153,0,1.32611443317675,21.6551374874153,0
"I0022",4.94730537138559,0,0,0.947305371385591,1
"I0022",6.26495097234832,0,1.31764560096273,2.26495097234832,0
"I0022",7.59605244267333,0,1.33110147032501,3.59605244267333,0
"I0022",8.6177437205606,1,1.02169127788728,4.6177437205606,0
"I0022",9.79311762936056,0,1.17537390879996,5.79311762936056,0
"I0022",11.1133633829603,0,1.32024575359979,7.11336338296035,0
"I0022",12.8188025637089,0,1.70543918074853,8.81880256370888,0
"I0022",14.0930948367804,0,1.27429227307157,10.0930948367804,0
"I0022",15.1798470825176,0,1.08675224573715,11.1798470825176,0
"I0022",17.0688986583293,0,1.88905157581172,13.0688986583293,0
"I0022",18.195627801831,0,1.12672914350166,14.195627801831,0
"I0022",19.4793729442293,0,1.2837451423983,15.4793729442293,0
"I0022",21.0827758111869,0,1.60340286695764,17.0827758111869,0
"I0022",22.9861234797606,0,1.90334766857372,18.9861234797606,0
"I0022",24.5755177050584,0,1.58939422529778,20.5755177050584,0
"I0022",25.8803517062225,0,1.30483400116413,21.8803517062225,0
"I0022",26.8931636299721,0,1.01281192374959,22.8931636299721,0
"I0022",29.313821968751,0,2.42065833877883,25.313821968751,0
"I0022",30.7402022087278,0,1.42638023997686,26.7402022087278,0
"I0026",4.25335595663637,0,0,3.25335595663637,1
"I0026",5.44207736294555,0,1.18872140630918,4.44207736294555,0
"I0026",6.63846551335261,0,1.19638815040706,5.63846551335261,0
"I0026",8.76681471468505,0,2.12834920133244,7.76681471468505,0
"I0026",11.5230772622326,2,2.75626254754754,10.5230772622326,0
"I0026",12.5517396886504,0,1.02866242641784,11.5517396886504,0
"I0026",13.8647660011464,0,1.313026312496,12.8647660011464,0
"I0026",15.7343280587728,0,1.86956205762639,14.7343280587728,0
"I0037",9.07862612401196,0,1.07862612401196,1.07862612401196,0
"I0037",10.5158540836561,0,1.43722795964418,2.51585408365614,0
"I0037",13.0144464808357,0,2.49859239717952,5.01444648083565,0
"I0037",14.1372962796055,0,1.12284979876984,6.1372962796055,0
"I0037",16.2051762692998,0,2.06787998969435,8.20517626929985,0
"I0037",17.3575581473015,0,1.15238187800168,9.35755814730152,0
"I0037",19.0570500724625,0,1.69949192516099,11.0570500724625,0
"I0037",20.8188413296594,1,1.76179125719686,12.8188413296594,0
"I0037",21.863103375067,0,1.04426204540759,13.863103375067,0
"I0037",24.0991412920261,0,2.23603791695915,16.0991412920261,0
"I0037",25.8206875984202,0,1.72154630639406,17.8206875984202,0
"I0037",27.5495719292604,0,1.72888433084025,19.5495719292604,0
"I0037",31.2277601446865,0,3.67818821542607,23.2277601446865,0
"I0037",32.5317845524408,0,1.30402440775431,24.5317845524408,0
"I0037",33.6645751143189,0,1.13279056187812,25.6645751143189,0
"I0047",12.0699923606482,0,2.06999236064817,2.06999236064817,0
"I0047",14.6093896658438,0,2.53939730519561,4.60938966584378,0
"I0047",16.203422110102,1,1.59403244425823,6.20342211010201,0
"I0047",17.9321526368383,0,1.72873052673633,7.93215263683834,0
"I0047",19.2947742770167,0,1.36262164017835,9.29477427701669,0
"I0047",21.577691291578,0,2.2829170145613,11.577691291578,0
"I0047",22.8442472805187,0,1.26655598894073,12.8442472805187,0
"I0047",25.2060545639343,0,2.36180728341562,15.2060545639343,0
"I0047",26.7399611143495,0,1.53390655041515,16.7399611143495,0
"I0047",28.5530900651595,0,1.81312895081003,18.5530900651595,0
"I0047",31.2568056287225,0,2.70371556356297,21.2568056287225,0
"I0047",32.2854323739012,0,1.02862674517867,22.2854323739012,0
"I0047",33.5818977354342,0,1.29646536153304,23.5818977354342,0
"I0055",12.0310565465084,0,1.03105654650842,1.03105654650842,0
"I0055",13.9287668898416,0,1.89771034333315,2.92876688984157,0
"I0055",15.0900012744177,1,1.16123438457615,4.09000127441772,0
"I0055",16.7562415806721,0,1.66624030625438,5.7562415806721,0
"I0055",18.1075555777194,1,1.35131399704727,7.10755557771937,0
"I0055",19.1207452038971,0,1.01318962617769,8.12074520389706,0
"I0055",20.3830968564321,0,1.26235165253501,9.38309685643207,0
"I0074",6.13872634975881,0,1.13872634975881,1.13872634975881,0
"I0074",7.26925170442014,0,1.13052535466133,2.26925170442014,0
"I0074",8.52201396427987,0,1.25276225985973,3.52201396427987,0
"I0074",9.619525767039,1,1.09751180275913,4.619525767039,0
"I0074",11.4296831076681,1,1.81015734062914,6.42968310766815,0
"I0074",13.1249121987161,0,1.69522909104792,8.12491219871606,0
"I0074",15.1036263306289,0,1.97871413191287,10.1036263306289,0
"I0074",16.5367721400856,0,1.43314580945672,11.5367721400856,0
"I0074",18.5080370456888,0,1.97126490560314,13.5080370456888,0
"I0074",20.1540470529472,0,1.64601000725838,15.1540470529472,0
"I0074",21.3306869404224,0,1.17663988747519,16.3306869404224,0
"I0074",23.0482232406585,0,1.71753630023613,18.0482232406585,0
"I0074",24.5755760151396,0,1.52735277448106,19.5755760151396,0
"I0074",26.0521386822081,0,1.47656266706858,21.0521386822081,0
"I0074",27.3267580729087,0,1.2746193907006,22.3267580729087,0
"I0074",29.873335681333,0,2.54657760842424,24.873335681333,0
"I0074",31.130518347839,0,1.25718266650603,26.130518347839,0
"I0074",32.1955359814166,0,1.06501763357762,27.1955359814166,0
"I0082",15.6127271131724,0,1.61272711317242,1.61272711317242,0
"I0082",16.7194452760062,0,1.10671816283376,2.71944527600618,0
"I0082",17.7453639214626,0,1.02591864545645,3.74536392146263,0
"I0082",19.3694680325829,0,1.62410411112025,5.36946803258288,0
"I0082",20.8739730953804,1,1.50450506279755,6.87397309538043,0
"I0082",22.6224770809663,1,1.74850398558585,8.62247708096628,0
"I0082",25.1372947652719,0,2.51481768430564,11.1372947652719,0
"I0082",26.6606897598406,0,1.52339499456865,12.6606897598406,0
"I0082",27.6834905904695,0,1.02280083062892,13.6834905904695,0
"I0083",7.85520964996783,1,1.85520964996783,1.85520964996783,0
"I0083",9.01379193471798,0,1.15858228475015,3.01379193471798,0
"I0083",10.7100453473423,1,1.69625341262427,4.71004534734225,0
"I0083",11.8089021052274,1,1.09885675788518,5.80890210522744,0
"I0083",13.4373131364494,0,1.62841103122195,7.43731313644938,0
"I0083",14.8095966490601,0,1.37228351261069,8.80959664906007,0
"I0083",16.2077873134258,0,1.39819066436573,10.2077873134258,0
"I0083",17.4490750409051,0,1.24128772747927,11.4490750409051,0
"I0083",18.7164276416406,0,1.26735260073556,12.7164276416406,0
"I0083",20.3191574943669,1,1.60272985272625,14.3191574943669,0
"I0083",21.3228777141831,0,1.00372021981622,15.3228777141831,0
"I0083",23.5293207735828,1,2.20644305939966,17.5293207735828,0
"I0083",24.9886637434572,0,1.45934296987449,18.9886637434573,0
"I0102",4.32466508075595,0,0,4.32466508075595,1
"I0102",5.84836281021771,0,1.52369772946176,5.84836281021771,0
"I0102",7.33976944720666,0,1.49140663698895,7.33976944720666,0
"I0102",8.42752105841813,0,1.08775161121147,8.42752105841813,0
"I0102",9.58136770831585,0,1.15384664989773,9.58136770831585,0
"I0102",10.766489488418,0,1.18512178010213,10.766489488418,0
"I0102",12.6782848747567,0,1.91179538633874,12.6782848747567,0
"I0102",13.8140614562348,0,1.1357765814781,13.8140614562348,0
"I0102",15.092991371653,0,1.2789299154182,15.092991371653,0
"I0120",17.4076769237496,0,1.40767692374957,1.40767692374957,0
"I0120",19.1508104638088,0,1.74313354005924,3.15081046380881,0
"I0120",20.2842787837617,0,1.13346831995291,4.28427878376173,0
"I0120",22.3808288130837,0,2.09655002932201,6.38082881308374,0
"I0120",23.7881504112837,0,1.40732159819993,7.78815041128367,0
"I0120",25.0068676261654,0,1.21871721488174,9.00686762616541,0
"I0120",26.102401273855,0,1.0955336476896,10.102401273855,0
"I0120",27.2106325431329,0,1.10823126927793,11.2106325431329,0
"I0120",28.2129076631778,0,1.00227512004488,12.2129076631778,0
"I0120",29.3215230673291,0,1.10861540415132,13.3215230673291,0
"I0120",30.5751478288851,1,1.253624761556,14.5751478288851,0
"I0120",31.6841777046487,0,1.10902987576353,15.6841777046487,0
"I0151",17.3016593573462,0,1.30165935734622,1.30165935734622,0
"I0151",18.6812345292976,0,1.37957517195141,2.68123452929763,0
"I0151",19.7641914607709,0,1.08295693147322,3.76419146077085,0
"I0151",20.9495576894118,0,1.18536622864094,4.9495576894118,0
"I0156",4.48230763382972,0,0,1.48230763382972,1
"I0156",5.72203801453488,1,1.23973038070516,2.72203801453488,0
"I0156",7.11846525208167,0,1.39642723754679,4.11846525208167,0
"I0156",8.34035549257477,1,1.2218902404931,5.34035549257477,0
"I0156",9.50574316340702,0,1.16538767083225,6.50574316340702,0
"I0156",11.3195584777921,1,1.81381531438504,8.31955847779206,0
"I0160",9.0685091570096,0,1.0685091570096,1.0685091570096,0
"I0160",10.1555191652616,0,1.08701000825204,2.15551916526164,0
"I0160",11.6085034735408,1,1.45298430827919,3.60850347354083,0
"I0160",12.7606254096388,0,1.15212193609793,4.76062540963876,0
